wrong_sentence,error_index
در آن یک دزدید که در یک باغ رفت برای دزدیدن میوه ها وقتی که رسیدی در مییانه درختان ، پنهان کرد . [سنگال],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0]"
طاقت فرسا- طعمل- پیلتن- مرّهمت- اختناق- وحشت زده- بلیعدن- معطّل [پاکستان],"[0, 0, 0, 0, 12, 0, 0, 0, 0, 0]"
مثل ها بیشتر برای تأکید بر اصول اخلاقی است و مردم را برفتار و کردار پسندیده متوجّه می سازند و از رفتار و کردار ناپسند بر هزر می دارند . [نیجریه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]"
نامه پدر و مادر سلام پدر و مادر خوبی من آلان مدرسه المهدی درس می خوانم من کتاب سوم تمام کردم استاد من خیلی خوش اخلاق است و خیلی خوب درس می دهند و خیلی زیاد توضیح می دهد من چند روز قبل پدر و مادر کربلا بودم ، اونجا شما را من دعا کردم و نیابت زیارت کردم . [پاکستان],"[0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
آقا یک کاغذ آورد و گفت  اینجا امضاء کن  . [پاکستان],"[0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 40, 0]"
قلب دربین [نیجریه],"[40, 40]"
زنگ موز ذرد است . [پاکستان],"[12, 0, 0, 0, 0]"
من هم برای شدنِ نویسنده و خبرناگار خیلی دوست دارم یک روز که من گردیتر کردم ، پیری مرد و زن به من کفت که می تواتید با دور بودنشان را ما را عکس بکیربد من خواندم و کفتم بله چرا نشود . [ترکیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
در کشور من کوه های طولانی هست در کشور من سه فصل وجود دارد . [نیجریه],"[0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0]"
معلّم و شاگیرد باید صعی کنند نیروی را به دست آوردن که در پرتو آن حسی پزیرش حق انقیاد و در برابر واقییّت ها در آنان به سمر رسد به شاگیرد لازیم است همواره پیش از استاد در جلسه ی درس حاضر شود و اگر ناچار از تعخیر شد به گونه ای نباشد که استاد منتظر او شود یا مجبور به تکرار درس گردد زکر این قصّ تمثیل است که قافلان به خود آیند و فکری با آقبتی این جنجال زندگی به نمایند و جزیره ی آباد برای روزگار واپسین بسازند خستگان تمنّا می کنند که کاش تندرست می بودیم و برای زواید خود را رنجه نمی داشتیم . [ترکیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0]"
بعدا ناهار می پزم و می خورم . [پاکستان],"[40, 0, 0, 0, 0, 0, 0, 0]"
و من لباس را پوسیدم و آمدم بیرون همه گفت به به کی قشنگ لباس پوسیدی ؟ من به آن ها تشکر کردم . [تایلند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
روح الله در محضر استاد خود آیت الله حائری پایههای علمی خود را تحکیم و تکمیل کرده و در زمرهی نوابغ علمی قرار گرفت . ایشان در سن سی و شش سالگی به درجهی اجتهاد دست یافت . در علوم هیئت فلسفه ، حکمت و عرفان نیز دارای مهارتی ویژه گردید و به تدریس فق ، فلسفه ، اخلاق ، عرفان مشغول شد . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 40, 0, 40, 0, 0, 0, 0]"
خواسه کلاس ما و هم کلاسیهایم خیلی جالبند . من همی آنها را دوست دارم . هم چاغها را هم لاغرها را ، هم قد بلندها را ، هم قد کتاحها . [آذربایجان],"[0, 0, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
اگر من مدیر مدرسه بودم همه ی مدارس قم مسابقه های علمی و ورزشی برگزار می کردم . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0]"
سمیّه پرستاری خوش اخلاق و مهربان است . او در بخش کودکان بیمارستان امام خمینی کار میکند . او به کودکان بیمار در خوردنِ داروها کمک میکند و با مهربان زخمشان را میشوید ، پماد میزند ، و سپسس به وسیله باند میبندد . او به کودکان علاقه دارد . [هند],"[0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
سیب خوشمزه است سیب شیرینی است سیب مزه دارد سیب آب دارد سیب سه رنگ دارد زرد ، قرمز سبز سیب ویتامینی دارد مردم سیب خیل دوست دارند خانواده من سیب خیل دوست دارند در یخچال من سیب دارد من سیب دوست دارم من سیب می خورم من هر روز سیب می خورم بچه من سیب دوست دارد اموروز سیب خوردم [چین],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
اگر من مدیض بودم او برای من کمک کرد به حاطد من عاد  دعا  کرد . [آفریقا],"[0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
حال که حق تعالی مرا از چنان غرقبی نجات داده و بچنین ملکی رسانده_است از عاقبت کار خود نباید غافل شد . [تایلند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0]"
سمّیه پرستاری خوش اخلاق و مهربان است . او در بخشه کودکان بیمارستان امام خمینی کار میکند . او به کودکان بیمار در خوردن داروها کمک میکند و با مهربانی ضخمهشان ، را میشوید ؛ پاماد میزند و سپس به وسیلهی باند میبندد . او به کودکان علاقه دارد . [نیجریه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
او نیاز زمانی ندارد که بفهمد من قمگین هستم یا نه ، غذا خورده_ام یا نه ، مشکل دارم یا نه ، یادم است که روزی من گریه می کردم و او به من زنگ زد ، من با خندیدن به او جواب دادم در حالی که او با شنیدن صدایم متوجه شد که با من چیزی شده_است . [ارمنستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 40, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
او همیشه آماده_است که دانش خود را با گشادهدستی در اختیار دیگران قرار دهد . دوست دارد هرچه را نمیداند از دیگران بیاموزد و آنچه را که میداند به دیگران یاد بدهد . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
پاکستان ابوطالب با زبانی نرم آنها را موقته آرام ساخت . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0]"
چون که الان خیلی مردمان غذا های رستوران دوست دارند . [هند],"[31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
نگهبان مدرسه - نگهبان در مدرسه است [پاکستان],"[0, 0, 0, 0, 0, 0, 40]"
من احمد سه فرزند دارد . [پاکستان],"[0, 40, 0, 0, 0, 0]"
در میان ایم مواد آب اصل ترین و مهمترین ماده در زندگیها انسانها هست [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
دوست مانند یک آپنه است که اشتباه من فقط به من می گویید . [پاکستان],"[0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
موز این موز است موز در یخچال هست . [پاکستان],"[0, 0, 0, 0, 40, 0, 0, 0, 0, 0]"
عیوگفت آدم به من گفت نزدیخ آن درخت نرو و نخورد بعداً شیطان به هشت گفت نه او نمی خواهد_که این سیب را بخورد . می دانی چرا شاید او می خواهد_همه ی سیب ها را بخورد . بعداً عیو یک کم فکر کرد حرف شما دورسته بعدا عیورفت و سیب را چنید و خورد . دیدی چی جوری شیطان خیلی بد است [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0]"
با نگاه دیگر کتابهای کاغذی مهم هستند بعضی از آنها آرزش پولی دارند یا آرزش خصوصی مثلاً وقتی که کتابی هدیه از کسی بود که برای ما مهم است و اگر این نفر در کتاب چیزهای برای ما نوشته_است . [اتریش],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
به نظر من زندگی بدونه پدر و مادر من خیلی خوب نیست . [آلمان],"[0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
وقتی که زن گرفتم من از او هرگز منطزاز نمی کنیم که او کار می کند اگر نمی خواهد_. [مجارستان],"[0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
مار به غرور روباه مغرور شد و با خود گفت : این روباه از سر شفقت می گوید که در کیسه رفت . روباه گفت : چون دوشمن را در بند یافته زمان مده که اگر او از بند خلّاص یابد تو درمانی . [سودان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
که اگر کسی دوست خوب دارد او در جهان ثروت مند است- امام جعفر صادق  ع  فرمودند ! [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40]"
مردی روستایی که همه او را به سادگی میشناختند گاو را به بازار برد تا بفروشد- چند نفر حقه باز او را دیدند از آ نجاکه میدانستند او مرد سادهای است تصمیم گرفتند سر او را کلاه بگذارند و گاوش را به قیمت کمی بخرند نقشهای کشیدند- طبق نقشه یکی یکی به سوراغ او رفتند . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
محمّد با کمک دوستش ادریس در ساختهمان چهار طبقه یک خانه اجاره کرده_است . آنها با هم همسایه شدهاند و رفت و آمد دارند . ادریس و خانهوادهاش در طبقهی دوم اپارتمان زندگی میکنند . منزله او دارای یک سالن پزیرایی ، دو اتاقه خواب ، آشپزخانه و سرویس بهداشتی است . آنها همیشه با اسانپور رفت و آمد میکنند و از پلّهها استفاده نمیکنند . [کنگو],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
این جوراب آبی است [بحرین],"[0, 0, 0, 40]"
به نظر من مردم کی فقط در خانه غذا نمی خورند باید وقت زیادی داشته_باشند چون که مثلا اگر می خواهید_سوپ بپزید باید وقت داشته_باشید و باید هم پختن بلدید [لهستان],"[0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
من هم خیلی خوب میپزم و حتماً بری خانه واده ما غداهای خوشمزه میپزم . [ارمنستان],"[0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0]"
حضرت محمّد در چهل سالگی هنکامی که در غاز حرا مشغول عبادت بود از جانب خداوند بزرگ به پیغمبری انتخاب شد . او پس از بعثت به مدت بیست و سه سال مردم را به خداشناسی و داشتن اخلاق پسندیده فرامی خواند . سرانجام در بیست هشتم صفر سال یازده هجری درسن شست و سه سالگی در حال که سرش بر دامن حضرت علی علیه السلام بود ، از دنیا رفت . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
حضرت محمّد در چهل سالگی هنگامی که در غاز حرا مشغول عبادت بود از جانب خداوند بزرگ به پیغمبری انتخاب شد . او پس از بعثت به مدت بیس و سه سال مردم را به خداشناسی و داشتن اخلاق پسندیده فرامی خواند . سرانجام در بیست هشتم صفر سال یازده هجری درسن شصت و سه سالگی در حال که سرش بر دامن حضرت علی بود از دنیا رفت . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
وقتی من این خوشخبری را شنید خیلی خوشحال شدم . [پاکستان],"[0, 0, 0, 0, 0, 40, 0, 0, 0, 0]"
ولی عادتهای دیگر داشتم همیشه عصبانی میشدم و اگر کسی چیزی که از روی میزم بر میداشت ، به جای لازم نمیگذشت حس بد داشتم و از به هم ریختگی و بینظم خوشم نمیآمد از نظر دیگر میتوانیم به خاطر بسپریم که جریان بزرگ شدن کمی ناراحت بود خودم مانند پرنده نمیخواستم آزادی به زندگی پر از مشکلات عوض کنم . [اوکراین],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
من پاسخ دادم . [چین],"[0, 0, 0, 40]"
به این دو علت ، سپس نباید بگویید غذاهای خانه‏ای سلامت‏تر است و غذاهای رستوران مردم را چاق و مریض می‏کنند . [چین],"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ارتبات های خوارجی با کشورهای مهمانی و نزدیکی مهم هستند بنابراین من برای مطلع هستن از اخبار کشورم و کشورهای مختلیف از انترنت و روزنامه استفاده می کنم . [ترکیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
جهان خواران مخصص اریمکاه که منافع نامشروع خود را از دست رفته می دیدند برای به زانو در آوردن انعلاب نوپای مردم ایران به تکابو افتادتد و به آنواع دست زدنند . نوابغ- تعمه- معاصی- اغتنام-زفر- تزخور- لغزش- عداوت [ساحل عاج],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ترسو را در مجالس شورا خیشد راه بده ، چون او هم خود می ترسد و هم کوشش می کند تا پا تصّمیم و ایراد اهل مشورت سست کند . شرم و حیاء نباید ماند سؤال علمی و شا او گردد بلکه با نایت جرأت و شحامت آن را از استاد خود پرسیده و برای آنها جواب کامل باخود . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
پدر و مادرم وقتی که من کوچک بودم سعی کردند به من توضیه بدهند تا من کار موفید انجام بدهم و بر اساس حرف های شان سعی می کنم خیلی کوشا باشم و هم می خوام در آینده کودکان خود را درست پرورش کنم تا آنها باهوش باشند . [بلاروس],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
